category,scientific_name,common_names,conservation_status
NonVas. Plant,Oncophorus raui,Oncophorus Moss,
NonVas. Plant,Oncophorus wahlenbergii,Wahlenberg's Oncophorus Moss,
NonVas. Plant,Paraleucobryum longifolium,Longleaf Paraleucobryum Moss,
NonVas. Plant,Rhabdoweisia crispata,Rhabdoweisia Moss,
NonVas. Plant,Ceratodon purpureus,Ceratodon Moss,
NonVas. Plant,Ditrichum lineare,Ditrichum Moss,
NonVas. Plant,Ditrichum pallidum,Pale Ditrichum Moss,
NonVas. Plant,Ditrichum pusillum,Ditrichum Moss,
NonVas. Plant,Ditrichum rhynchostegium,Ditrichum Moss,
NonVas. Plant,Pleuridium subulatum,Pleuridium Moss,
NonVas. Plant,Fissidens bryoides,Bryoid Fissidens Moss,
NonVas. Plant,Fissidens bushii,Bush's Fissidens Moss,
NonVas. Plant,Fissidens exilis,Fissidens Moss,
NonVas. Plant,Fissidens hyalinus,Fissidens Moss,
NonVas. Plant,Fissidens osmundioides,Osmund Fissidens Moss,
NonVas. Plant,Fissidens subbasilaris,Fissidens Moss,
NonVas. Plant,Fissidens taxifolius,Fissidens Moss,
NonVas. Plant,Leucobryum albidum,Leucobryum Moss,
NonVas. Plant,Leucobryum glaucum,Leucobryum Moss,
NonVas. Plant,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,
NonVas. Plant,Funaria calvescens,Funaria Moss,
NonVas. Plant,Funaria flavicans,Funaria Moss,
NonVas. Plant,Funaria hygrometrica,Funaria Moss,
NonVas. Plant,Physcomitrium pyriforme,Physcomitrium Moss,
NonVas. Plant,Coscinodon cribrosus,Coscinodon Moss,
NonVas. Plant,Grimmia donniana,Donn's Dry Rock Moss,
NonVas. Plant,Grimmia laevigata,Grimmia Dry Rock Moss,
NonVas. Plant,Grimmia olneyi,Olney's Dry Rock Moss,
NonVas. Plant,Grimmia pilifera,Grimmia Dry Rock Moss,
NonVas. Plant,Racomitrium aciculare,Racomitrium Moss,
NonVas. Plant,Racomitrium heterostichum,Racomitrium Moss,
NonVas. Plant,Racomitrium microcarpon,Racomitrium Moss,
NonVas. Plant,Schistidium agassizii,Agassiz's Schistidium Moss,
NonVas. Plant,Schistidium apocarpum,Schistidium Moss,
NonVas. Plant,Schistidium rivulare,Streamside Schistidium Moss,
NonVas. Plant,Campylostelium saxicola,Campylostelium Moss,
NonVas. Plant,Ptychomitrium incurvum,Ptychomitrium Moss,
NonVas. Plant,Blindia acuta,Acute Blindia Moss,
NonVas. Plant,Brachydontium trichodes,Peak Moss,
NonVas. Plant,Seligeria recurvata,Recurved Small Limestone Moss,
NonVas. Plant,Hedwigia ciliata,Ciliate Hedwigia Moss,
NonVas. Plant,Hookeria acutifolia,Sharpleaf Hookeria Moss,
NonVas. Plant,Amblystegium serpens,Amblystegium Moss,
NonVas. Plant,Amblystegium varium,Amblystegium Moss,
NonVas. Plant,Campylium chrysophyllum,Goldenleaf Campylium Moss,
NonVas. Plant,Campylium hispidulum,Hispid Campylium Moss,
NonVas. Plant,Campylium polygamum,Campylium Moss,
NonVas. Plant,Campylium radicale,Campylium Moss,
NonVas. Plant,Cratoneuron filicinum,Cratoneuron Moss,
NonVas. Plant,Hygroamblystegium tenax,Hygroamblystegium Moss,
NonVas. Plant,Hygrohypnum closteri,Closter's Brook-Hypnum,
NonVas. Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,
NonVas. Plant,Hygrohypnum micans,Hygrohypnum Moss,
NonVas. Plant,Hygrohypnum molle,Hygrohypnum Moss,
NonVas. Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,
NonVas. Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,
NonVas. Plant,Leptodictyum riparium,Streamside Leptodictyum Moss,
NonVas. Plant,Platylomella lescurii,Lescur's Platylomella Moss,
NonVas. Plant,Anomodon attenuatus,Anomodon Moss,
NonVas. Plant,Anomodon minor,Anomodon Moss,
NonVas. Plant,Anomodon rostratus,Anomodon Moss,
NonVas. Plant,Anomodon rugelii,Rugel's Anomodon Moss,
NonVas. Plant,Anomodon viticulosus,Anomodon Moss,
NonVas. Plant,Haplohymenium triste,Haplohymenium Moss,
NonVas. Plant,Herpetineuron toccoae,Herpetineuron Moss,
NonVas. Plant,Brachythecium acuminatum,Acuminate Brachythecium Moss,
NonVas. Plant,Brachythecium digastrum,Brachythecium Moss,
NonVas. Plant,Brachythecium oedipodium,Brachythecium Moss,
NonVas. Plant,Brachythecium oxycladon,Brachythecium Moss,
NonVas. Plant,Brachythecium plumosum,Brachythecium Moss,
NonVas. Plant,Brachythecium rivulare,Brachythecium Moss,
NonVas. Plant,Brachythecium rutabulum,Brachythecium Moss,
NonVas. Plant,Brachythecium salebrosum,Brachythecium Moss,
NonVas. Plant,Bryhnia graminicolor,Bryhnia Moss,
NonVas. Plant,Bryhnia novae-angliae,New England Bryhnia Moss,
NonVas. Plant,Bryoandersonia illecebra,Bryoandersonia Moss,
NonVas. Plant,Cirriphyllum piliferum,A Moss,
NonVas. Plant,Eurhynchium hians,Eurhynchium Moss,
NonVas. Plant,Eurhynchium pulchellum,Eurhynchium Moss,
NonVas. Plant,Homalotheciella subcapillata,Homalotheciella Moss,
NonVas. Plant,Isothecium myosuroides,Isothecium Moss,
NonVas. Plant,Platyhypnidium riparoides,Platyhypnidium Moss,
NonVas. Plant,Steerecleus serrulatus,Steerecleus Moss,
NonVas. Plant,Climacium americanum,American Climacium Moss,
NonVas. Plant,Climacium kindbergii,Kindberg's Climacium Moss,
NonVas. Plant,Cryphaea glomerata,Cryphaea Moss,
NonVas. Plant,Cryphaea nervosa,Cryphaea Moss,
NonVas. Plant,Entodon brevisetus,Entodon Moss,
NonVas. Plant,Entodon cladorrhizans,Entodon Moss,
NonVas. Plant,Entodon concinnus,Entodon Moss,
NonVas. Plant,Entodon macropodus,Entodon Moss,
NonVas. Plant,Entodon seductrix,Seductive Entodon Moss,
NonVas. Plant,Entodon sullivantii,Sullivant's Entodon Moss,
NonVas. Plant,Anacamptodon splachnoides,Anacamptodon Moss,
NonVas. Plant,Clasmatodon parvulus,Clasmatodon Moss,
NonVas. Plant,Fabronia ciliaris,Fabronia Moss,
NonVas. Plant,Fabronia ciliaris var. polycarpa,Fabronia Moss,
NonVas. Plant,Fontinalis dalecarlica,Fontinalis Moss,
NonVas. Plant,Fontinalis flaccida,Flaccid Fontinalis Moss,
NonVas. Plant,Fontinalis novae-angliae,New England Fontinalis Moss,
NonVas. Plant,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,
NonVas. Plant,Fontinalis sullivantii,Sullivant's Fontinalis Moss,
NonVas. Plant,Hylocomiastrum umbratum,Hylocomiastrum Moss,
NonVas. Plant,Hylocomium splendens,Splendid Feather Moss,
NonVas. Plant,Leptohymenium sharpii,Sharp's Leptohymenium Moss,Species of Concern
NonVas. Plant,Loeskeobryum brevirostre,Loeskeobryum Moss,
NonVas. Plant,Pleurozium schreberi,Schreber's Big Red Stem Moss,
NonVas. Plant,Pterigynandrum sharpii,Mount Leconte Moss,
NonVas. Plant,Rhytidiadelphus squarrosus,Square Goose Neck Moss,
NonVas. Plant,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,
NonVas. Plant,Callicladium haldanianum,Callicladium Moss,
NonVas. Plant,Ctenidium malacodes,Ctenidium Moss,
NonVas. Plant,Ctenidium molluscum,Mollusc Ctenidium Moss,
NonVas. Plant,Herzogiella striatella,Herzogiella Moss,
NonVas. Plant,Homomallium adnatum,Homomallium Moss,
NonVas. Plant,Hypnum cupressiforme,Hypnum Moss,
NonVas. Plant,Hypnum cupressiforme var. filiforme,Filiform Hypnum Moss,
NonVas. Plant,Hypnum curvifolium,Curveleaf Hypnum Moss,
NonVas. Plant,Hypnum fertile,Hypnum Moss,
NonVas. Plant,Hypnum imponens,Hypnum Moss,
NonVas. Plant,Hypnum lindbergii,Lindberg's Hypnum Moss,
NonVas. Plant,Hypnum pallescens,Hypnum Moss,
NonVas. Plant,Hypnum pratense,Hypnum Moss,
NonVas. Plant,Isopterygiopsis muelleriana,Mueller's Isopterygiopsis Moss,
NonVas. Plant,Platydictya confervoides,Platydictya Moss,
NonVas. Plant,Pseudotaxiphyllum distichaceum,Pseudotaxiphyllum Moss,
NonVas. Plant,Pseudotaxiphyllum elegans,Elegant Pseudotaxiphyllum Moss,
NonVas. Plant,Ptilium crista-castrensis,Knights Plume Moss,
NonVas. Plant,Pylaisiella intricata,Intricate Pylaisiella Moss,
NonVas. Plant,Pylaisiella polyantha,Pylaisiella Moss,
NonVas. Plant,Pylaisiella selwynii,Selwyn's Pylaisiella Moss,
NonVas. Plant,Taxiphyllum deplanatum,Taxiphyllum Moss,
NonVas. Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,
NonVas. Plant,Forsstroemia trichomitria,Forsstroemia Moss,
NonVas. Plant,Bryohaplocladium microphyllum,Bryohaplocladium Moss,
NonVas. Plant,Bryohaplocladium virginianum,Virginia Bryohaplocladium Moss,
NonVas. Plant,Leskea gracilescens,Leskea Moss,
NonVas. Plant,Leskea obscura,Leskea Moss,
NonVas. Plant,Leskeella nervosa,Leskeella,
NonVas. Plant,Leucodon brachypus,Leucodon Moss,
NonVas. Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,
NonVas. Plant,Leucodon julaceus,Leucodon Moss,
NonVas. Plant,Schwetschkeopsis fabronia,Schwetschkeopsis Moss,
NonVas. Plant,Homalia trichomanoides,Homalia Moss,
NonVas. Plant,Neckera complanata,Neckera Moss,
NonVas. Plant,Neckera pennata,Neckera Moss,
NonVas. Plant,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,
NonVas. Plant,Plagiothecium cavifolium,Plagiothecium Moss,
NonVas. Plant,Plagiothecium denticulatum,Toothed Plagiothecium Moss,
NonVas. Plant,Plagiothecium laetum,Plagiothecium Moss,
NonVas. Plant,Heterocladium macounii,Macoun's Heterocladium Moss,
NonVas. Plant,Myurella sibirica,Siberian Myurella Moss,
NonVas. Plant,Pterigynandrum filiforme,Pterigynandrum Moss,
NonVas. Plant,Isopterygium tenerum,Isopterygium Moss,
NonVas. Plant,Platygyrium repens,Platygyrium Moss,
NonVas. Plant,Pylaisiadelpha tenuirostris,Pylaisiadelpha Moss,
NonVas. Plant,Brotherella recurvans,Recurved Brotherella Moss,
NonVas. Plant,Heterophyllium affine,Heterophyllium Moss,
NonVas. Plant,Sematophyllum adnatum,Sematophyllum Moss,
NonVas. Plant,Sematophyllum demissum,Sematophyllum Moss,
NonVas. Plant,Sematophyllum marylandicum,Maryland Sematophyllum Moss,
NonVas. Plant,Thelia hirtella,Thelia Moss,
NonVas. Plant,Abietinella abietina,Abietinella Moss,
NonVas. Plant,Cyrto-hypnum minutulum,Cyrto-Hypnum Moss,
NonVas. Plant,Cyrto-hypnum pygmaeum,Pygmy Cyrto-Hypnum Moss,
NonVas. Plant,Rauiella scita,Rauiella Moss,
NonVas. Plant,Thuidium allenii,Allen's Thuidium Moss,
NonVas. Plant,Thuidium delicatulum,Delicate Thuidium Moss,
NonVas. Plant,Thuidium recognitum,Thuidium Moss,
NonVas. Plant,Acrobolbus ciliatus,Acrobolbus,
NonVas. Plant,Calypogeja muelleriana,Mªller's Calypogeja,
NonVas. Plant,Calypogeja muelleriana ssp. blomquistii,Blomquist's Calypogeja,
NonVas. Plant,Calypogeja neesiana,Nees' Calypogeja,
NonVas. Plant,Calypogeja peruviana,Peruvian Calypogeja,
NonVas. Plant,Calypogeja sphagnicola,Sphagnum Calypogeja,
NonVas. Plant,Calypogeja sullivantii,Sullivant's Calypogeja,
NonVas. Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,
NonVas. Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,
NonVas. Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,
NonVas. Plant,Cephalozia catenulata,Cephalozia,
NonVas. Plant,Cephalozia connivens,Cephalozia,
NonVas. Plant,Cephalozia lunulifolia,Cephalozia,
NonVas. Plant,Bazzania denudata,Bazzania,
NonVas. Plant,Bazzania nudicaulis,Bazzania,Species of Concern
NonVas. Plant,Bazzania tricrenata,Bazzania,
NonVas. Plant,Bazzania trilobata,Threelobed Bazzania,
NonVas. Plant,Lophocolea appalachiana,Appalachian Lophocolea,Species of Concern
NonVas. Plant,Lophocolea muricata,Liverwort,
NonVas. Plant,Blepharostoma trichophyllum,Blepharostoma,
NonVas. Plant,Anastrophyllum helleranum,Heller's Anastrophyllum,
NonVas. Plant,Anastrophyllum michauxii,Michaux's Anastrophyllum,
NonVas. Plant,Anastrophyllum minutum,Anastrophyllum,
NonVas. Plant,Anastrophyllum saxicola,Anastrophyllum,
NonVas. Plant,Barbilophozia attenuata,Attenuate Barbilophozia,
NonVas. Plant,Aneura pinguis,Aneura,
NonVas. Plant,Apometzgeria pubescens,Apometzgeria,
NonVas. Plant,Notothylas orbicularis,Round Notothylas,
NonVas. Plant,Phaeoceros laevis,Phaeoceros,
NonVas. Plant,Phaeoceros laevis ssp. carolinianus,Carolina Phaeoceros,
NonVas. Plant,Amphidium mougeotii,Mougeot's Amphidium Moss,
NonVas. Plant,Macrocoma sullivantii,Sullivant's Macrocoma Moss,
NonVas. Plant,Orthotrichum exiguum,Orthotrichum Moss,
NonVas. Plant,Orthotrichum ohioense,Ohio Orthotrichum Moss,
NonVas. Plant,Orthotrichum stellatum,Stellate Orthotrichum Moss,
NonVas. Plant,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,
NonVas. Plant,Schlotheimia rugifolia,Ruggedleaf Schlotheimia Moss,
NonVas. Plant,Ulota coarctata,Ulota Moss,
NonVas. Plant,Ulota crispa,Ulota Moss,
NonVas. Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,
NonVas. Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,
NonVas. Plant,Zygodon viridissimus,Zygodon Moss,
NonVas. Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,
NonVas. Plant,Atrichum altecristatum,Atrichum Moss,
NonVas. Plant,Atrichum angustatum,Atrichum Moss,
NonVas. Plant,Atrichum crispum,Atrichum Moss,
NonVas. Plant,Atrichum oerstedianum,Oersted's Atrichum Moss,
NonVas. Plant,Atrichum undulatum,Undulate Atrichum Moss,
NonVas. Plant,Pogonatum brachyphyllum,Pogonatum Moss,
NonVas. Plant,Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,
NonVas. Plant,Polytrichum appalachianum,Appalachian Polytrichum Moss,
NonVas. Plant,Polytrichum commune,Polytrichum Moss,
NonVas. Plant,Polytrichum juniperinum,Juniper Polytrichum Moss,
NonVas. Plant,Polytrichum ohioense,Ohio Polytrichum Moss,
NonVas. Plant,Polytrichum pallidisetum,Polytrichum Moss,
NonVas. Plant,Polytrichum piliferum,Polytrichum Moss,
NonVas. Plant,Polytrichum strictum,Polytrichum Moss,
NonVas. Plant,Anoectangium aestivum,Anoectangium Moss,
NonVas. Plant,Astomum muehlenbergianum,Muehlenberg's Astomum Moss,
NonVas. Plant,Barbula convoluta,Convoluted Barbula Moss,
NonVas. Plant,Barbula unguiculata,Barbula Moss,
NonVas. Plant,Didymodon fallax,Didymodon Moss,
NonVas. Plant,Didymodon fallax var. reflexus,Didymodon Moss,
NonVas. Plant,Didymodon rigidulus,Rigid Didymodon Moss,
NonVas. Plant,Ephemerum spinulosum,Ephemerum Moss,
NonVas. Plant,Eucladium verticillatum,Eucladium Moss,
NonVas. Plant,Gymnostomum aeruginosum,Gymnostomum Moss,
NonVas. Plant,Hymenostylium recurvirostre,Hymenostylium Moss,
NonVas. Plant,Hyophila involuta,Hyophila Moss,
NonVas. Plant,Leptodontium excelsum,Grandfather Mountain Leptodontium,
NonVas. Plant,Leptodontium flexifolium,Pale-Margined Leptodontium,
NonVas. Plant,Oxystegus tenuirostris,Oxystegus Moss,
NonVas. Plant,Scopelophila ligulata,Copper Moss,
NonVas. Plant,Tortella humilis,Tortella Moss,
NonVas. Plant,Tortella tortuosa,Tortured Tortella Moss,
NonVas. Plant,Tortula ammonsiana,Ammon's Screw-Moss,Species of Concern
NonVas. Plant,Tortula amphidiacea,Tortula Moss,
NonVas. Plant,Tortula fragilis,Fragmented Screw-Moss,
NonVas. Plant,Weissia controversa,Controverial Weissia Moss,
NonVas. Plant,Aulacomnium heterostichum,Aulacomnium Moss,
NonVas. Plant,Aulacomnium palustre,Aulacomnium Moss,
NonVas. Plant,Drummondia prorepens,Drummond Moss,
NonVas. Plant,Sphagnum affine,Sphagnum,
NonVas. Plant,Sphagnum capillifolium,Sphagnum,
NonVas. Plant,Sphagnum compactum,Low Sphagnum,
NonVas. Plant,Sphagnum cuspidatum,Toothed Sphagnum,
NonVas. Plant,Sphagnum girgensohnii,Girgensohn's Sphagnum,
NonVas. Plant,Sphagnum magellanicum,Magellan's Sphagnum,
NonVas. Plant,Sphagnum molle,Sphagnum,
NonVas. Plant,Sphagnum palustre,Prairie Sphagnum,
NonVas. Plant,Sphagnum pylaesii,Pylaes' Sphagnum,
NonVas. Plant,Sphagnum quinquefarium,Sphagnum,
NonVas. Plant,Sphagnum squarrosum,Sphagnum,
NonVas. Plant,Sphagnum subsecundum,Sphagnum,
NonVas. Plant,Tetraphis pellucida,Tetraphis Moss,
NonVas. Plant,Tetrodontium brownianum,Brown's Tetrodontium Moss,
Mammal,Antilocapra americana,"Antelope, Pronghorn",
Mammal,Bison bison,"Bison, Buffalo",
Mammal,Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",
Mammal,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Species of Concern
Mammal,Alces alces,"Eurasian Elk, Moose",
Mammal,Alces alces shirasi,Yellowstone Moose,
Mammal,Cervus elaphus,Rocky Mountain Elk,
Mammal,Odocoileus hemionus,"Mule Deer, Mule Deer",
Mammal,Odocoileus virginianus,"White-Tailed Deer, White-Tailed Deer",
Mammal,Canis lupus,"Gray Wolf, Wolf",In Recovery
Mammal,Lynx canadensis,"Canada Lynx, Canadian Lynx, Lynx",
Mammal,Puma concolor,"Cougar, Mountain Lion, Puma",
Mammal,Spilogale gracilis,Western Spotted Skunk,
Mammal,Gulo gulo,Wolverine,
Mammal,Lutra canadensis,River Otter,
Mammal,Martes americana,Pine Marten,
Mammal,Mustela erminea,"Ermine, Short Tailed Weasel",
Mammal,Mustela vison,"American Mink, Mink",
Mammal,Taxidea taxus,"American Badger, Badger",Species of Concern
Mammal,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",
Mammal,Ursus americanus,"American Black Bear, Black Bear",
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened
Mammal,Antrozous pallidus,"Pallid Bat, Pallid Bat",Species of Concern
Mammal,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern
Mammal,Euderma maculatum,"Spotted Bat, Spotted Bat",Species of Concern
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",
Mammal,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Species of Concern
Mammal,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",
Mammal,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Species of Concern
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern
Mammal,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Species of Concern
Mammal,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Species of Concern
Mammal,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Species of Concern
Mammal,Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",
Mammal,Sylvilagus audubonii,Desert Cottontail,
Mammal,Sylvilagus nuttallii,Mountain Cottontail,
Mammal,Ochotona princeps,"American Pika, Pika",
Mammal,Castor canadensis,American Beaver,
Mammal,Lemmiscus curtatus,Sagebrush Vole,
Mammal,Microtus longicaudus,"Coronation Island Vole, Long-Tailed Vole",
Mammal,Microtus montanus,Montane Vole,
Mammal,Microtus richardsoni,Richardson Water Vole,
Mammal,Neotoma cinerea,Bushy-Tailed Woodrat,
Mammal,Ondatra zibethicus,"Common Muskrat, Muskbeaver, Muskrat",
Mammal,Peromyscus maniculatus,"Deer Mouse, North American Deermouse",
Mammal,Phenacomys intermedius,"Heather Vole, Western Heather Vole",
Mammal,Zapus princeps,Western Jumping Mouse,
Mammal,Thomomys talpoides,Northern Pocket Gopher,
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,
Mammal,Marmota flaviventris,Yellow-Bellied Marmot,
Mammal,Neotamias amoenus,Yellow Pine Chipmunk,
Mammal,Neotamias minimus,Least Chipmunk,
Mammal,Neotamias umbrinus,Uinta Chipmunk,
Mammal,Spermophilus armatus,Uinta Ground Squirrel,
Mammal,Spermophilus lateralis,Golden-Mantled Ground Squirrel,
Mammal,Tamias amoenus,Yellow-Pine Chipmunk,
Mammal,Tamias minimus,Least Chipmunk,
Mammal,Tamias umbrinus,Uinta Chipmunk,
Mammal,Sorex cinereus,"Cinereus Shrew, Common Shrew, Masked Shrew",
Mammal,Sorex hoyi,"American Pygmy Shrew, Pygmy Shrew",
Mammal,Sorex monticolus,Dusky Shrew,
Mammal,Sorex nanus,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",
Mammal,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",
Mammal,Sorex preblei,"Malheur Shrew, Preble's Shrew",Species of Concern
Bird,Streptopelia decaocto,Eurasian Collared-Dove,
Bird,Buteo lagopus,Rough-Legged Hawk,Species of Concern
Bird,Buteo regalis,Ferruginous Hawk,
Bird,Buteo swainsoni,Swainson's Hawk,
Bird,Pandion haliaetus,"Osprey, Western Osprey",Species of Concern
Bird,Anas cyanoptera,Cinnamon Teal,
Bird,Anas penelope,Eurasian Wigeon,
Bird,Anas strepera,Gadwall,
Bird,Anser albifrons,Greater White-Fronted Goose,
Bird,Aythya marila,Greater Scaup,
Bird,Aythya valisineria,Canvasback,
Bird,Branta bernicla,"Brant, Brant Goose, Brent Goose",
Bird,Branta hutchinsii,Cackling Goose,
Bird,Bucephala islandica,Barrow's Goldeneye,
Bird,Chen caerulescens,"Blue Goose, Snow Goose",
Bird,Chen rossii,"Ross' Goose, Ross's Goose",
Bird,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw",
Bird,Cygnus buccinator,Trumpeter Swan,Species of Concern
Bird,Cygnus columbianus,Tundra Swan,
Bird,Cygnus cygnus,Whooper Swan,
Bird,Melanitta perspicillata,Surf Scoter,
Bird,Aeronautes saxatalis,White-Throated Swift,
Bird,Chaetura vauxi,Vaux's Swift,Species of Concern
Bird,Selasphorus platycercus,Broad-Tailed Hummingbird,
Bird,Selasphorus rufus,Rufous Hummingbird,Species of Concern
Bird,Stellula calliope,Calliope Hummingbird,Species of Concern
Bird,Charadrius nivosus,Snowy Plover,
Bird,Pluvialis squatarola,Black-Bellied Plover,
Bird,Hydroprogne caspia,Caspian Tern,
Bird,Larus argentatus,"European Herring Gull, Herring Gull",
Bird,Larus californicus,California Gull,
Bird,Larus canus,Mew Gull,
Bird,Larus pipixcan,Franklin's Gull,
Bird,Rissa tridactyla,Black-Legged Kittiwake,
Bird,Sterna caspia,Caspian Tern,
Bird,Sterna forsteri,Forster's Tern,
Bird,Sterna hirundo,Common Tern,Species of Concern
Bird,Sterna paradisaea,Arctic Tern,
Bird,Xema sabini,Sabine's Gull,
Bird,Himantopus mexicanus,Black-Necked Stilt,
Bird,Recurvirostra americana,American Avocet,
Bird,Arenaria interpres,Ruddy Turnstone,
Bird,Bartramia longicauda,Upland Sandpiper,Species of Concern
Bird,Calidris alba,Sanderling,
Bird,Calidris alpina,Dunlin,
Bird,Calidris bairdii,Baird's Sandpiper,
Bird,Calidris canutus,Red Knot,
Bird,Calidris fuscicollis,White-Rumped Sandpiper,
Bird,Calidris himantopus,Stilt Sandpiper,
Bird,Calidris mauri,Western Sandpiper,
Bird,Calidris melanotos,Pectoral Sandpiper,
Bird,Gallinago delicata,Wilson's Snipe,
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,
Bird,Limosa fedoa,Marbled Godwit,Species of Concern
Bird,Limosa haemastica,Hudsonian Godwit,
Bird,Numenius americanus,Long-Billed Curlew,
Bird,Phalaropus tricolor,Wilson's Phalarope,
Bird,Tringa incana,Wandering Tattler,
Bird,Tringa semipalmata,Willet,
Bird,Stercorarius parasiticus,Parasitic Jaeger,
Bird,Mycteria americana,Wood Stork,
Bird,Columba livia,"Common Pigeon, Rock Dove, Rock Pigeon",
Bird,Patagioenas fasciata,Band-Tailed Pigeon,Species of Concern
Bird,Streptopelia decaocto,"Eurasian Collared Dove, Eurasian Collared-Dove",
Bird,Caracara cheriway,Crested Caracara,
Bird,Falco mexicanus,Prairie Falcon,Species of Concern
Bird,Falco peregrinus anatum,American Peregrine Falcon,In Recovery
Bird,Alectoris chukar,"Chukar, Chukar Partridge",
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",
Bird,Dendragapus obscurus,Dusky Grouse,
Bird,Lagopus leucura,White-Tailed Ptarmigan,
Bird,Perdix perdix,"Gray Partridge, Grey Partridge",
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,
Bird,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern
Bird,Gavia pacifica,"Pacific Diver, Pacific Loon",
Bird,Gavia stellata,"Red-Throated Diver, Red-Throated Loon",
Bird,Coturnicops noveboracensis,Yellow Rail,Species of Concern
Bird,Bombycilla garrulus,Bohemian Waxwing,
Bird,Calcarius lapponicus,Lapland Longspur,
Bird,Calcarius mccownii,Mccown's Longspur,Species of Concern
Bird,Passerina amoena,Lazuli Bunting,
Bird,Pheucticus melanocephalus,Black-Headed Grosbeak,
Bird,Piranga ludoviciana,Western Tanager,
Bird,Cinclus mexicanus,American Dipper,
Bird,Cyanocitta stelleri,Steller's Jay,
Bird,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern
Bird,Nucifraga columbiana,Clark's Nutcracker,
Bird,Perisoreus canadensis,"Gray Jay, Grey Jay",
Bird,Pica hudsonia,"Black-Billed Magpie, Magpie",
Bird,Amphispiza bilineata,Black-Throated Sparrow,
Bird,Artemisiospiza nevadensis,Sagebrush Sparrow,
Bird,Calamospiza melanocorys,Lark Bunting,
Bird,Passerella iliaca,"Fox Sparrow, Red Fox Sparrow",
Bird,Pipilo chlorurus,Green-Tailed Towhee,Species of Concern
Bird,Pipilo maculatus,Spotted Towhee,
Bird,Spizella atrogularis,Black-Chinned Sparrow,
Bird,Spizella breweri,Brewer's Sparrow,Species of Concern
Bird,Spizella pallida,Clay-Colored Sparrow,
Bird,Zonotrichia querula,Harris's Sparrow,
Bird,Acanthus flammea,"Common Redpoll, Redpoll",
Bird,Carpodacus cassinii,Cassin's Finch,
Bird,Leucosticte atrata,Black Rosy-Finch,
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,
Bird,Pinicola enucleator,Pine Grosbeak,
Bird,Spinus pinus,Pine Siskin,
Bird,Spinus psaltria,Lesser Goldfinch,
Bird,Spinus tristis,American Goldfinch,
Bird,Petrochelidon pyrrhonota,"American Cliff Swallow, Cliff Swallow",
Bird,Riparia riparia,"Bank Swallow, Sand Martin",Species of Concern
